word_count,avg_word_len,punctuation_count,capital_ratio,digit_ratio,neg,neu,pos,compound,pca_0,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9,pca_10,pca_11,pca_12,pca_13,pca_14,pca_15,pca_16,pca_17,pca_18,pca_19,pca_20,pca_21,pca_22,pca_23,pca_24,pca_25,pca_26,pca_27,pca_28,pca_29,pca_30,pca_31,pca_32,pca_33,pca_34,pca_35,pca_36,pca_37,pca_38,pca_39,pca_40,pca_41,pca_42,pca_43,pca_44,pca_45,pca_46,pca_47,pca_48,pca_49,Label
370,5.051351351337699,0,0.0,0.004454342984407816,0.227,0.715,0.057,-0.9976,-0.001024331012884126,0.12440244850683624,0.0054911791424993375,0.008601501428389608,-0.06581278058496189,0.14386714300148745,0.047643151335336024,0.008304288963463337,0.12344663703022633,0.07662291764866982,-0.02890215103455153,-0.05465609424175991,-0.007124651440211573,-0.03282639994615166,0.015854677489275795,0.07892047399120333,0.05706961539100657,0.058169122007267426,-0.04153846607837349,0.0698632333791612,-0.03725129346596012,0.006916583537649004,-0.08122030003869814,-0.012652806060922717,0.06397430798841998,0.05006650841364914,0.06190321505731797,-0.022791991231617903,-0.0002543173418239286,0.08065174217616088,0.009422919400227993,0.0810059305176547,-0.07745575835817894,-0.07496115636884411,0.017715302943830617,-0.01067358526975943,-0.019689183961203848,0.08377578536896685,-0.021140500910467284,0.015718353673393252,-0.056839723321782144,0.014627115830150935,-0.0044430139499896295,0.007700307179832799,0.08248021059493957,-0.030437963790677137,0.018306713276983144,0.007344326222469078,0.011488212881001344,-0.03339575672952105,0
267,4.891385767771943,0,0.0,0.0025348542458792553,0.175,0.733,0.092,-0.9761,-0.03504730218509586,0.1740180392433695,0.048097341940996165,0.061685738944424987,-0.09388904206559093,0.027344038164440677,-0.08199137680695344,-0.13985518088931773,0.06439229297001563,0.10519521729204133,-0.05025173232846405,-0.0644339325346475,-0.057719731763133636,-0.07192300265467007,-0.043780313856224495,-0.006290283165164469,0.05851553056151128,0.01719003126473417,-0.008764058001290523,0.12525384950252177,-0.011567937701874847,-0.03355956584014478,-0.043672460090075325,0.04637680596656548,-0.00822280759398203,0.06368953690783966,0.03625118849085582,-0.003974672919066611,0.02904546630829873,-0.05911060081226846,0.031571163855887284,0.08437155203627791,-0.035172288193026285,-0.04047571417947382,-0.005583996474029386,0.06951525664182827,0.008817547953979845,-0.11931737406343837,0.010680667426748022,-0.02573954702143338,-0.021082414587480783,0.0015561376439863698,0.042769597560148434,0.01597624727118264,-0.01774338939447315,0.03626732454514578,-0.058653568561576414,0.005403072722315903,0.031728902680665055,0.016445271322565094,1
346,4.8959537572112835,0,0.0,0.006839276990714783,0.129,0.819,0.052,-0.9707,0.19239282539166105,0.05593645379279178,0.0539434069041226,0.010852900819174257,-0.09133167429387025,0.0821109819727811,-0.060808445941081785,-0.11881258990804697,0.09964410227122805,0.12477703798104585,-0.013016339319396426,-0.05495198092743212,-0.0667230374447187,-0.005535754439924082,0.000705363184649545,0.012143927707126322,0.046309483614882935,0.05023487633220929,-0.008535694027454492,-0.017716024311103563,0.05736259868466355,0.005495060211880954,-0.09661394245690072,0.026371929243261278,0.04304029108684102,-0.042243884442155134,0.06358772202655107,-0.01756116084053951,-0.033977312479244556,0.001944745021176043,0.004970922693042832,0.06579287961880732,-0.03098792157078603,-0.0723551279152454,-0.04878791762545178,-0.022494943426753483,-0.0257938915300342,0.0020047871817041644,-0.006672080202253874,-0.05008450459572077,0.018258219010656065,0.009143233046198884,0.007984760605076607,0.018900722141093184,0.060779504773803436,-0.03581175162087906,-0.0473744701202261,-0.0074546235521760805,0.01813019085888159,-0.021776189145219765,0
309,5.271844660177114,0,0.0,0.007205352547603085,0.147,0.786,0.067,-0.9792,-0.05889790273708287,0.15287021277547425,0.056253584280398304,0.015027537136808782,-0.05215022541151948,0.08237229642863723,0.03015480491122571,0.017300318201718644,0.16167102993356564,0.07505175514141438,-0.001380453141611303,-0.1415554186974497,-0.15974879815400456,0.052364568228945106,0.036396414139101614,-0.021791576631389472,0.059740681452986714,-0.005609707543110271,-0.12109815078146138,0.09898236684885345,0.023729684275455666,-0.04202045155480432,-0.06984628908592487,0.05144550015202924,0.03577091819503904,-0.003774801910463134,-0.0032528624026815773,-0.08427670941220339,-0.0387119146080973,0.03742182610020146,-0.021763446676288718,-0.01892752292879043,0.0563042831299049,-0.01357754774304388,0.014278598477597923,0.02625450335391066,0.012506935482068878,-0.013966232484547784,0.019482819905595326,-0.04609333609062513,-0.08298421963454196,0.01733680363526292,0.004352570062313025,-0.046859582488038856,0.0531692254844947,-0.05712766280249834,0.06047776910506233,0.01855536215837575,0.04126772043503445,0.015262649081396682,0
272,5.408088235274235,0,0.0,0.005717552887360939,0.183,0.724,0.093,-0.9834,-0.0346511444837437,0.08209854076246484,-0.009833755612148012,0.09129853454957546,-0.021400098831553496,0.0594887198617948,-0.01568493462054843,-0.060663779955980116,0.05056009265528052,0.023659313918712083,-0.07652952079434884,-0.09730968353415277,0.012986203167338535,0.005847454557540433,0.010715207013060966,-0.04776698109462934,0.022963362784236156,0.05927399512876439,0.012916402817070589,0.009625067504404231,0.0855963618392434,0.03158313366220355,-0.13572728176307397,0.030297800147027952,0.032653210638853826,0.06838534082425492,0.06479875638664881,0.053245000086124164,0.06945838124749494,0.06799123983224765,0.028382408895451766,0.023576533142546482,0.04364701306283947,-0.03832500913071493,-0.01849724322245233,0.02655360099156428,-0.009719615818819088,-0.012053805694917081,-0.09780874772483789,-0.009276556360905863,-0.015240525822653237,0.053450585867729015,0.06808967227097545,-0.058072786680571316,0.05811342532753538,-0.03631086110717929,0.02334904953307188,0.018837949904584345,-0.015186821066155917,0.04828355484983478,1
340,5.214705882337604,0,0.0,0.004259346900139962,0.171,0.748,0.081,-0.9822,0.04664236060778371,0.10302073411202217,0.02299282652471577,-0.06176104802846187,-0.02389597547553695,-0.022499492857357164,0.1630006961692211,-0.025766912063167963,0.07166346424369295,0.09544234795361152,-0.024528550643686916,-0.038127289522985976,-0.09380767110806511,-0.07693491248141757,0.006369442404634432,0.04887671246304433,-0.02247551520087749,0.049104581048344226,-0.058444714225383075,-0.04894006311392458,0.014960044346681424,0.022600057376068534,-0.05212965483614525,0.0024407174768445727,-0.05768369785913291,0.02946668835172096,-0.012698116042405524,-0.08594068314148534,-0.023106574386737928,0.059993996050412175,-0.023767976278927894,0.015444404290616626,0.0685592590004835,-0.03171034505400583,-0.04668878555920146,0.05262410139980586,0.07893962425437005,0.06006659099965989,-0.01855615300757921,-0.0735888528832227,-0.0144652756049926,0.06363868185176981,-0.02797781153783088,-0.07288437344539672,-0.020372076070901392,-0.06404168711598063,0.014013500573243843,0.024505910962176664,0.05493840034988344,-0.020582423119955544,1
252,5.107142857122591,0,0.0,0.007133592736700951,0.207,0.72,0.073,-0.9904,0.09425467445733332,0.10923399890443011,0.02917203849081155,-0.061435542678074065,-0.0998192253879006,0.058367352379044696,0.06892082636892238,-0.07128897584761068,0.07881090874735501,0.07161816120311315,-0.0933382614420313,-0.095158721336508,-0.021900127886239764,0.013610163789468029,-0.05370670451715764,0.03146607539426143,0.03254551919335795,0.008000669902378446,0.04843090475002204,0.053294555802726414,0.05868012608056847,0.0034750983700938547,-0.005626725572181461,0.0049378123371191475,-0.05567230432757449,0.02724773924264008,0.04383878735312353,0.017607973547847332,-0.12716528315863398,-0.03240502822751831,-0.02951694609740586,0.040499571350035964,-0.02672667898358192,-0.013291858795146848,-0.06012278076467242,-0.03414309312597446,0.008363017130191944,-0.1159193247487216,0.001224040949400373,0.06783196301259845,0.038590390113781604,0.03157678797643991,0.0882229129425421,0.0013982858341606839,-0.02576349464812065,0.012473077130961314,0.016581659306418587,0.0048584950900422514,-0.04551381610600079,0.11486665002164959,0
271,5.132841328394344,0,0.0,0.015606242496989432,0.228,0.719,0.053,-0.9959,-0.08783968091121652,0.13178606994439576,0.005350008216159429,-0.06519771476307888,-0.06433755165396482,0.017667113166470443,0.017888147085614602,0.005487095583182075,0.10877285853674441,0.04187224383555088,-0.10368821186111718,-0.15390590562273923,-0.03330568440639218,-0.03529792135328668,0.0025793417715044738,-0.04266602235673031,-0.005184266891454591,-0.06513431905663393,0.08614393064481504,0.029779786056968814,0.06844247574759177,-0.00541189869314967,-0.0891871714766725,-0.024306313555612857,0.056360299282421845,-0.0493793341313753,-0.06977175231059277,-0.05743890982476789,0.0006637928831679978,0.019638502205255683,0.18332403212779386,0.08965149783363266,-0.0162949617743741,-0.027108091248996682,-0.0183372216302305,0.06505240026283164,-0.006916338818140152,-0.027856806373773847,-0.03573597801640684,0.014883147261729972,0.033389382140061624,-0.07721413163219969,-0.0522215423517683,-0.04384829314519756,0.05721896411509262,-0.0312344948070315,0.058813735301947466,-0.06418171115757941,0.0012788435880479456,0.10686259004500803,0
320,5.131249999983965,0,0.0,0.006609049313672288,0.193,0.753,0.053,-0.9932,-0.015346624331218549,0.07631549249901687,0.04725545072319121,0.003201001353916327,0.013292980131826242,-0.012257078354546404,0.0180479004944885,-0.07526188390633279,0.09182325787001643,0.04714872045068015,-0.016083370450056443,-0.1435736640952386,-0.0018780762052807822,0.023568656690586384,-0.0192621152548063,-0.11470943212908312,-0.010819588022177612,0.02742460986208224,0.07312125896724304,0.014946772684286418,-0.007973605358549981,0.06648474481281136,-0.06639651975582977,0.034411145536289725,-0.04116398251027457,0.08412230643738491,-0.09872232641052123,-0.08374115916652293,0.06917206312908242,0.005890769135999774,-0.033349051924878664,0.0909422779585865,0.03521930975757054,0.04939764351918465,0.0162499737939083,0.06116799228216422,0.025369472288650007,-0.0006098468737848177,-0.0006757495809512141,0.05532918922140756,0.034514209036628225,0.01912447654642961,-0.07582895902157602,-0.006476597896644338,0.04890959442220762,0.0020839616001740893,-0.02300743387134182,-0.04899340571385685,-0.04230792373346498,0.01586751764315834,1
318,5.358490566020885,0,0.0,0.007403751233954885,0.203,0.737,0.06,-0.9957,-0.013998922913974894,0.08111760906846867,-0.023428050785091307,0.03308967373677922,-0.03357603794893539,0.013530153870605483,0.04920131609235139,-0.011745912802036079,0.13707358549135915,0.00968072327748359,-0.0045091584550926815,-0.06046678353014724,-0.026601020730908104,0.031896412690307685,0.05573415382530409,-0.019236708134129636,0.011160291839632632,-0.005649279758725146,0.001994033449556488,-0.005800750797621398,0.029163429615040176,-0.01741034677330592,-0.029818257864819148,-0.013152488230495077,0.052894775319272926,-0.04441454391272477,-0.03212676794179554,-0.13004396687747025,0.0564650231732481,-0.07630224116853358,-0.015612021570814963,0.09663842714736548,-0.05939906839922765,0.05476366782905334,0.010556778597856812,-0.0038688214965498387,-0.007819188972224379,-0.04902334946039457,0.07091653580425868,0.0516491552292706,-0.007755410652202472,-0.007145091495323807,0.0036575400513525614,0.05690284025892654,0.06975710697453422,0.050091597784714885,0.010741655716003443,-0.014111516550280624,0.03010662992090921,-0.04257668253068137,1
